# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 12:24:09 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
Kepler-187 c,Kepler-187,Transit,2014,10.64030282,0.00000294,-0.00000294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030.00,122.00,-122.00,0
Kepler-187 c,Kepler-187,Transit,2014,10.64022272,0.00002917,-0.00002917,0,0.091300,,,0,2.580,0.850,-0.460,0,,,,,,,,,0.000000,,,0,910,,,0,85.940,,,0,5945.00,166.00,-170.00,0
Kepler-187 c,Kepler-187,Transit,2014,10.64021008,0.00002695,-0.00002695,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,6030.00,122.00,-122.00,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694240,0.00000410,-0.00000410,0,0.044000,,,0,2.800,1.100,-1.100,0,,,,,,,,,0.000000,,,0,1211,,,0,84.800,,,0,5601.00,76.00,-76.00,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694153,0.00000267,-0.00000267,0,0.042800,,,0,2.030,0.910,-0.340,0,,,,,,,,,0.000000,,,0,1178,,,0,89.950,,,0,5587.00,165.00,-134.00,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694153,0.00000267,-0.00000267,0,0.042800,,,0,2.030,0.910,-0.340,0,,,,,,,,,0.000000,,,0,1178,,,0,89.950,,,0,5587.00,165.00,-134.00,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694038,0.00000725,-0.00000725,0,0.045300,,,0,2.040,0.260,-0.070,0,,,,,,,,,0.000000,,,0,1046,,,0,86.680,,,0,5508.00,99.00,-110.00,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694153,0.00000267,-0.00000267,0,0.042800,,,0,2.030,0.910,-0.340,0,,,,,,,,,0.000000,,,0,1178,,,0,89.950,,,0,5587.00,165.00,-134.00,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694592,0.00000069,-0.00000069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378.00,103.16,-153.14,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694038,0.00000725,-0.00000725,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5378.00,103.16,-153.14,0
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694003,,,0,,,,,2.101,,,0,,,,,,,,,,,,,,,,,,,,,5508.00,99.00,-110.00,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95271116,0.00000226,-0.00000226,0,0.030800,,,0,2.580,0.760,-0.260,0,,,,,,,,,0.000000,,,0,1403,,,0,80.960,,,0,5741.00,154.00,-188.00,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95270910,0.00000310,-0.00000310,0,0.030000,,,0,2.300,1.400,-1.400,0,,,,,,,,,0.000000,,,0,1363,,,0,83.650,,,0,5659.00,110.00,-110.00,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95271006,0.00000224,-0.00000224,0,0.030800,,,0,1.970,0.840,-0.170,0,,,,,,,,,0.000000,,,0,1403,,,0,89.380,,,0,5741.00,162.00,-171.00,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95271116,0.00000226,-0.00000226,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5318.10,107.08,-107.08,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95270002,,,0,,,,,2.422,,,0,,,,,,,,,,,,,,,,,,,,,5741.00,154.00,-188.00,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95271006,0.00000224,-0.00000224,0,0.030800,,,0,1.970,0.840,-0.170,0,,,,,,,,,0.000000,,,0,1403,,,0,89.380,,,0,5741.00,162.00,-171.00,0
Kepler-1871 b,Kepler-1871,Transit,2021,1.95271006,0.00000224,-0.00000224,0,0.030800,,,0,1.970,0.840,-0.170,0,,,,,,,,,0.000000,,,0,1403,,,0,89.380,,,0,5741.00,162.00,-171.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82590987,0.00001011,-0.00001011,0,0.046500,,,0,2.640,0.820,-0.220,0,,,,,,,,,0.000000,,,0,1005,,,0,89.950,,,0,5223.00,201.00,-161.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82591009,,,0,,,,,2.384,,,0,,,,,,,,,,,,,,,,,,,,,5223.00,183.00,-183.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82590050,0.00001323,-0.00001323,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,4897.00,122.00,-122.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82590050,0.00001323,-0.00001323,0,0.046500,,,0,3.450,0.580,-0.310,0,,,,,,,,,0.000000,,,0,1005,,,0,81.860,,,0,5223.00,183.00,-183.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82590400,0.00001600,-0.00001600,0,0.047000,,,0,3.700,1.300,-1.300,0,,,,,,,,,0.000000,,,0,969,,,0,80.210,,,0,5029.00,200.00,-200.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82590987,0.00001011,-0.00001011,0,0.046500,,,0,2.640,0.820,-0.220,0,,,,,,,,,0.000000,,,0,1005,,,0,89.950,,,0,5223.00,201.00,-161.00,0
Kepler-1872 b,Kepler-1872,Transit,2021,3.82590987,0.00001011,-0.00001011,0,0.046500,,,0,2.640,0.820,-0.220,0,,,,,,,,,0.000000,,,0,1005,,,0,89.950,,,0,5223.00,201.00,-161.00,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884123,0.00000079,-0.00000079,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5003.39,112.35,-112.35,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884131,0.00000077,-0.00000077,0,0.012800,,,0,1.390,0.250,-0.080,0,,,,,,,,,0.000000,,,0,1795,,,0,88.240,,,0,5154.00,172.00,-140.00,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884060,0.00000120,-0.00000120,0,0.012000,,,0,1.190,0.550,-0.550,0,,,,,,,,,0.000000,,,0,1684,,,0,83.650,,,0,5046.00,88.00,-88.00,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884200,,,0,,,,,1.626,,,0,,,,,,,,,,,,,,,,,,,,,5151.00,154.00,-138.00,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884131,0.00000077,-0.00000077,0,0.012800,,,0,1.390,0.250,-0.080,0,,,,,,,,,0.000000,,,0,1795,,,0,88.240,,,0,5154.00,172.00,-140.00,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884123,0.00000079,-0.00000079,0,0.012800,,,0,1.330,0.180,-0.090,0,,,,,,,,,0.000000,,,0,1787,,,0,86.650,,,0,5151.00,154.00,-138.00,0
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884131,0.00000077,-0.00000077,0,0.012800,,,0,1.390,0.250,-0.080,0,,,,,,,,,0.000000,,,0,1795,,,0,88.240,,,0,5154.00,172.00,-140.00,0
Kepler-1874 b,Kepler-1874,Transit,2021,56.57320023,,,0,,,,,2.211,,,0,,,,,,,,,,,,,,,,,,,,,4701.00,74.00,-84.00,0
Kepler-1874 b,Kepler-1874,Transit,2021,56.57360473,0.00000555,-0.00000555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1874 b,Kepler-1874,Transit,2021,56.57323180,0.00030960,-0.00030960,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,,,,
Kepler-1874 b,Kepler-1874,Transit,2021,56.57372000,0.00096000,-0.00096000,0,0.249000,,,0,2.040,0.260,-0.260,0,,,,,,,,,0.000000,,,0,319,,,0,88.810,,,0,4588.00,59.00,-59.00,0
Kepler-1874 b,Kepler-1874,Transit,2021,56.57359970,0.00031330,-0.00031330,0,0.252300,,,0,2.190,0.230,-0.190,0,,,,,,,,,0.000000,,,0,317,,,0,88.810,,,0,4514.00,165.00,-160.00,0
Kepler-1874 b,Kepler-1874,Transit,2021,56.57359970,0.00031330,-0.00031330,0,0.252300,,,0,2.190,0.230,-0.190,0,,,,,,,,,0.000000,,,0,317,,,0,88.810,,,0,4514.00,165.00,-160.00,0
Kepler-1874 b,Kepler-1874,Transit,2021,56.57359970,0.00031330,-0.00031330,0,0.252300,,,0,2.190,0.230,-0.190,0,,,,,,,,,0.000000,,,0,317,,,0,88.810,,,0,4514.00,165.00,-160.00,0
Kepler-1874 b,Kepler-1874,Transit,2021,56.57323180,0.00030960,-0.00030960,0,0.263300,,,0,2.690,0.080,-0.150,0,,,,,,,,,0.000000,,,0,356,,,0,88.760,,,0,4701.00,74.00,-84.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45842310,0.00021390,-0.00021390,0,0.203900,,,0,2.010,0.810,-0.140,0,,,,,,,,,0.000000,,,0,554,,,0,88.810,,,0,6150.00,166.00,-181.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45880592,0.00000901,-0.00000901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100.00,123.00,-123.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45781000,0.00030000,-0.00030000,0,0.214000,,,0,2.400,1.200,-1.200,0,,,,,,,,,0.000000,,,0,596,,,0,89.950,,,0,6206.00,97.00,-97.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45859909,,,0,,,,,3.227,,,0,,,,,,,,,,,,,,,,,,,,,6161.00,166.00,-203.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45842310,0.00021390,-0.00021390,0,0.203900,,,0,2.010,0.810,-0.140,0,,,,,,,,,0.000000,,,0,554,,,0,88.810,,,0,6150.00,166.00,-181.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45854950,0.00021730,-0.00021730,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,6100.00,123.00,-123.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45842310,0.00021390,-0.00021390,0,0.203900,,,0,2.010,0.810,-0.140,0,,,,,,,,,0.000000,,,0,554,,,0,88.810,,,0,6150.00,166.00,-181.00,0
Kepler-1875 b,Kepler-1875,Transit,2021,34.45854950,0.00021730,-0.00021730,0,0.203900,,,0,1.880,0.530,-0.170,0,,,,,,,,,0.000000,,,0,559,,,0,88.740,,,0,6161.00,166.00,-203.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99204200,0.00005300,-0.00005300,0,0.077000,,,0,1.560,0.630,-0.630,0,,,,,,,,,0.000000,,,0,1395,,,0,75.060,,,0,6095.00,64.00,-64.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205491,0.00003785,-0.00003785,0,0.077600,,,0,1.250,0.340,-0.550,0,,,,,,,,,0.000000,,,0,1424,,,0,89.950,,,0,6112.00,152.00,-170.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205021,0.00003838,-0.00003838,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5886.33,105.12,-147.58,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205491,0.00003785,-0.00003785,0,0.077600,,,0,1.250,0.340,-0.550,0,,,,,,,,,0.000000,,,0,1424,,,0,89.950,,,0,6112.00,152.00,-170.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205491,0.00003785,-0.00003785,0,0.077600,,,0,1.250,0.340,-0.550,0,,,,,,,,,0.000000,,,0,1424,,,0,89.950,,,0,6112.00,152.00,-170.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205000,0.00003800,-0.00003800,0,0.075800,0.001900,-0.001900,0,0.853,0.039,-0.026,0,2.40000,,,1,19.00000,,,1,0.098000,,,1,1299,22,-22,0,89.130,0.750,-2.000,0,6104.00,57.00,-57.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99202013,,,0,,,,,0.980,,,0,,,,,,,,,,,,,,,,,,,,,6057.00,134.00,-121.00,0
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205021,0.00003838,-0.00003838,0,0.073500,,,0,1.060,0.180,-0.200,0,,,,,,,,,0.000000,,,0,1194,,,0,75.720,,,0,6057.00,134.00,-121.00,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752807,0.00001120,-0.00001120,0,0.033700,,,0,0.480,0.200,-0.040,0,,,,,,,,,0.000000,,,0,1227,,,0,88.240,,,0,5637.00,149.00,-135.00,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752807,0.00001120,-0.00001120,0,0.033700,,,0,0.480,0.200,-0.040,0,,,,,,,,,0.000000,,,0,1227,,,0,88.240,,,0,5637.00,149.00,-135.00,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752442,0.00001351,-0.00001351,0,0.035100,,,0,0.530,0.070,-0.030,0,,,,,,,,,0.000000,,,0,1278,,,0,88.090,,,0,5615.00,101.00,-123.00,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37756991,,,0,,,,,0.624,,,0,,,,,,,,,,,,,,,,,,,,,5615.00,101.00,-123.00,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752170,0.00001000,-0.00001000,0,0.034000,,,0,0.470,0.320,-0.320,0,,,,,,,,,0.000000,,,0,1224,,,0,87.090,,,0,5632.00,62.00,-62.00,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752442,0.00001351,-0.00001351,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5459.59,108.31,-122.79,0
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752807,0.00001120,-0.00001120,0,0.033700,,,0,0.480,0.200,-0.040,0,,,,,,,,,0.000000,,,0,1227,,,0,88.240,,,0,5637.00,149.00,-135.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44589508,0.00001750,-0.00001750,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5744.00,122.00,-122.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44588291,0.00002006,-0.00002006,0,0.052100,,,0,1.960,0.790,-0.160,0,,,,,,,,,0.000000,,,0,1062,,,0,86.520,,,0,5918.00,185.00,-193.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44588291,0.00002006,-0.00002006,0,0.052100,,,0,1.960,0.790,-0.160,0,,,,,,,,,0.000000,,,0,1062,,,0,86.520,,,0,5918.00,185.00,-193.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44589508,0.00001750,-0.00001750,0,0.052100,,,0,1.940,0.580,-0.190,0,,,,,,,,,0.000000,,,0,1063,,,0,86.180,,,0,5918.00,187.00,-208.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44587994,,,0,,,,,2.920,,,0,,,,,,,,,,,,,,,,,,,,,5918.00,187.00,-208.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44591100,0.00003100,-0.00003100,0,0.053000,,,0,1.700,1.100,-1.100,0,,,,,,,,,0.000000,,,0,949,,,0,87.090,,,0,5673.00,200.00,-200.00,0
Kepler-1878 b,Kepler-1878,Transit,2021,4.44588291,0.00002006,-0.00002006,0,0.052100,,,0,1.960,0.790,-0.160,0,,,,,,,,,0.000000,,,0,1062,,,0,86.520,,,0,5918.00,185.00,-193.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61345333,0.00002552,-0.00002552,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5854.91,131.09,-90.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61345435,0.00002664,-0.00002664,0,0.095000,,,0,1.320,0.250,-0.110,0,,,,,,,,,0.000000,,,0,876,,,0,89.950,,,0,5934.00,108.00,-125.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61345333,0.00002552,-0.00002552,0,0.095300,,,0,1.770,0.290,-0.370,0,,,,,,,,,0.000000,,,0,987,,,0,89.570,,,0,5865.00,117.00,-105.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61340046,,,0,,,,,2.065,,,0,,,,,,,,,,,,,,,,,,,,,5865.00,117.00,-105.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61345435,0.00002664,-0.00002664,0,0.095000,,,0,1.320,0.250,-0.110,0,,,,,,,,,0.000000,,,0,876,,,0,89.950,,,0,5934.00,108.00,-125.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61340671,0.00000353,-0.00000353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5854.91,131.09,-90.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61345435,0.00002664,-0.00002664,0,0.095000,,,0,1.320,0.250,-0.110,0,,,,,,,,,0.000000,,,0,876,,,0,89.950,,,0,5934.00,108.00,-125.00,0
Kepler-1879 b,Kepler-1879,Transit,2021,10.61340500,0.00003000,-0.00003000,0,0.098000,,,0,2.000,1.100,-1.100,0,,,,,,,,,0.000000,,,0,988,,,0,88.240,,,0,6194.00,75.00,-75.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190736,0.00000517,-0.00000517,0,0.031600,,,0,1.660,0.680,-0.220,0,,,,,,,,,0.000000,,,0,1562,,,0,88.810,,,0,6020.00,165.00,-197.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190671,0.00000711,-0.00000711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.00,122.00,-122.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06189700,0.00001000,-0.00001000,0,0.032000,,,0,1.680,0.760,-0.760,0,,,,,,,,,,,,,,,,,,,,,6021.00,200.00,-200.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190736,0.00000517,-0.00000517,0,0.031600,,,0,1.660,0.680,-0.220,0,,,,,,,,,0.000000,,,0,1562,,,0,88.810,,,0,6020.00,165.00,-197.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190864,0.00000501,-0.00000501,0,0.031300,,,0,1.630,0.240,-0.190,0,,,,,,,,,0.000000,,,0,1463,,,0,85.540,,,0,5622.00,76.00,-84.00,0
Kepler-188 b,Kepler-188,Transit,2014,,,,,,,,,1.574,0.078,-0.117,0,,,,,,,,,,,,,,,,,,,,,5706.00,114.00,-114.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06187000,0.00002100,-0.00002100,0,0.032000,,,0,1.840,0.830,-0.830,0,,,,,,,,,0.000000,,,0,1571,,,0,81.360,,,0,6008.00,122.00,-122.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190736,0.00000517,-0.00000517,0,0.031600,,,0,1.660,0.680,-0.220,0,,,,,,,,,0.000000,,,0,1562,,,0,88.810,,,0,6020.00,165.00,-197.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190864,0.00000501,-0.00000501,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5704.00,122.00,-122.00,0
Kepler-188 b,Kepler-188,Transit,2014,2.06190736,0.00000517,-0.00000517,0,,,,,1.470,0.210,-0.120,0,,,,,,,,,,,,,,,,,,,,,5727.00,68.77,-70.22,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653500,0.00000889,-0.00000889,0,0.064400,,,0,3.080,1.250,-0.420,0,,,,,,,,,0.000000,,,0,1094,,,0,87.090,,,0,6020.00,165.00,-197.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99655700,0.00003100,-0.00003100,0,0.065000,,,0,3.200,1.400,-1.400,0,,,,,,,,,0.000000,,,0,1102,,,0,86.520,,,0,6008.00,122.00,-122.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99655300,0.00001500,-0.00001500,0,0.066000,,,0,3.190,1.450,-1.450,0,,,,,,,,,,,,,,,,,,,,,6021.00,200.00,-200.00,0
Kepler-188 c,Kepler-188,Transit,2014,,,,,,,,,2.853,0.362,-0.154,0,,,,,,,,,,,,,,,,,,,,,5706.00,114.00,-114.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653500,0.00000889,-0.00000889,0,0.064400,,,0,3.080,1.250,-0.420,0,,,,,,,,,0.000000,,,0,1094,,,0,87.090,,,0,6020.00,165.00,-197.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653711,0.00000825,-0.00000825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.00,122.00,-122.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653500,0.00000889,-0.00000889,0,,,,,2.730,0.600,-0.220,0,,,,,,,,,,,,,,,,,,,,,5727.00,68.77,-70.22,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653344,0.00000839,-0.00000839,0,0.063800,,,0,2.960,0.440,-0.350,0,,,,,,,,,0.000000,,,0,1025,,,0,87.630,,,0,5622.00,76.00,-84.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653500,0.00000889,-0.00000889,0,0.064400,,,0,3.080,1.250,-0.420,0,,,,,,,,,0.000000,,,0,1094,,,0,87.090,,,0,6020.00,165.00,-197.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653344,0.00000839,-0.00000839,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5704.00,122.00,-122.00,0
Kepler-188 c,Kepler-188,Transit,2014,5.99653432,0.00000163,-0.00000163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.00,122.00,-122.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30922043,0.00001723,-0.00001723,0,0.054000,,,0,1.370,0.100,-0.120,0,,,,,,,,,0.000000,,,0,606,,,0,89.820,,,0,4380.00,130.00,-143.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30923438,0.00001638,-0.00001638,0,0.054000,,,0,1.430,0.110,-0.120,0,,,,,,,,,0.000000,,,0,605,,,0,89.950,,,0,4380.00,138.00,-137.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30922900,0.00001900,-0.00001900,0,0.058000,,,0,1.710,0.620,-0.620,0,,,,,,,,,0.000000,,,0,650,,,0,88.810,,,0,4545.00,61.00,-61.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30923438,0.00001638,-0.00001638,0,0.054000,,,0,1.430,0.110,-0.120,0,,,,,,,,,0.000000,,,0,605,,,0,89.950,,,0,4380.00,138.00,-137.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30923438,0.00001638,-0.00001638,0,0.054000,,,0,1.430,0.110,-0.120,0,,,,,,,,,0.000000,,,0,605,,,0,89.950,,,0,4380.00,138.00,-137.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30922043,0.00001723,-0.00001723,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,4483.00,122.00,-122.00,0
Kepler-1880 b,Kepler-1880,Transit,2021,6.30921984,,,0,,,,,2.117,,,0,,,,,,,,,,,,,,,,,,,,,4380.00,130.00,-143.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.38878800,0.00348800,-0.00348800,0,0.536800,,,0,2.730,0.140,-0.240,0,,,,,,,,,0.000000,,,0,289,,,0,89.960,,,0,5135.00,84.00,-77.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.39399720,,,0,,,,,2.981,,,0,,,,,,,,,,,,,,,,,,,,,5135.00,84.00,-77.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.38805100,0.00276000,-0.00276000,0,0.557000,,,0,2.580,0.890,-0.190,0,,,,,,,,,0.000000,,,0,289,,,0,89.950,,,0,5418.00,171.00,-154.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.38805100,0.00276000,-0.00276000,0,0.557000,,,0,2.580,0.890,-0.190,0,,,,,,,,,0.000000,,,0,289,,,0,89.950,,,0,5418.00,171.00,-154.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.38805100,0.00276000,-0.00276000,0,0.557000,,,0,2.580,0.890,-0.190,0,,,,,,,,,0.000000,,,0,289,,,0,89.950,,,0,5418.00,171.00,-154.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.38878800,0.00348800,-0.00348800,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5156.00,25.00,-25.00,0
Kepler-1881 b,Kepler-1881,Transit,2021,159.39090000,0.00660000,-0.00660000,0,0.547000,,,0,2.700,1.900,-1.900,0,,,,,,,,,0.000000,,,0,279,,,0,89.380,,,0,5365.00,107.00,-107.00,0
Kepler-1882 b,Kepler-1882,Transit,2021,13.78730011,,,0,,,,,1.487,,,0,,,,,,,,,,,,,,,,,,,,,5691.00,77.00,-77.00,0
Kepler-1882 b,Kepler-1882,Transit,2021,13.78726270,0.00010200,-0.00010200,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5579.42,105.91,-120.04,0
